-1.3038e+18,34,2014,11,3,2015,3,2,1,1,0,1,4574,4,0,20,47532,38,0,449,0.39654,0.41398,0.41468,1,1,1,1,1,0,0,0.43395,0,0,0,0,0.65319,0.9186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0.42791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3356,0.54922,0.25169,0.086336,0.21381,0.92655,0,0,0.58498,0.5856,0.55264,0,0.14132,0,0.31245,0,0.48031,0,0,0.15177,0.32146,0,0,0,0,0,0.28899,0,0,0,0.16595,0.35139,0.46621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83598,0.79729,0.2974,0.30073,0.29086,5
-2.9549e+18,37,2014,12,21,2015,2,27,1,1,0,0,2804,87,0,0,38912,1370,0,0,0.44211,0.44769,0.44845,0.97023,0.97567,0.73869,0.96986,0.71583,0,0.091411,0,0,0.099653,0,0.1693,0.64978,0.86605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24166,0,0,0,0.51744,0,0,0,0,0.36858,0,0.25525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34232,0.079398,0.086336,0,0,0,0,0.60974,0.67433,0,0,0,0,0.28953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22791,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66915,0.54644,0.35958,0.41055,0.51202,14
-2.0977e+18,190,2014,8,16,2015,3,2,1,1,0,0,3078,5,0,0,94726,134,0,0,0.4002,0.41781,0.41852,0.93705,0.94948,0.92244,0.93729,0.88972,0,0,0.40408,0,0,0,0,0.70068,0.88956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11471,0.36249,0.126,0,0,0.28284,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.64546,0.66152,0.61782,0.60819,0.43089,0.33535,0,0.69255,0.26086,0.68867,0.60237,0.099777,0.46792,0,0.41899,0,0.7417,0.14617,0.30331,0.65309,0,0,0.21451,0,0,0,0.54785,0.58411,0.69579,0,0,0.63943,0.57343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93966,0.93909,0.91577,0.90514,0.87258,30
7.4561e+17,23,2014,11,6,2015,1,7,1,1,0,0,1458,103,0,0,15825,1262,0,0,0.34593,0.33425,0.33481,0.89447,0.87623,0.71092,0.89447,0.71092,0,0,0.20741,0,0,0,0.27611,0.87686,0.80133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.22179,0.25241,0.37753,0.44976,0.45156,0.47412,0,0.23364,0.5788,0.35492,0.098952,0,0.20703,0.32649,0.26147,0,0.42088,0,0,0.095758,0.43678,0,0.18477,0,0.11104,0,0.20588,0.55401,0.13636,0.10569,0.20941,0.38295,0,0,0,0,0.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83598,0.87911,0.5794,0.66432,0.41613,10
-8.1869e+18,100,2014,1,2,2015,1,1,1,1,1,0,2276,7453,10,0,73627,83295,164,0,0.2247,0.19402,0.19435,0.8823,0.94802,0.99315,0.88201,0.72062,0,0,0,0,0,0,0.35483,0.73227,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6854,0,0,0.57392,0.84424,0,0,0,0,0,0.22679,0.32209,0.20677,0,0,0,0,0,0,0,1,0,1,0,0,0.73504,0.63434,0.27467,0.58319,0.082712,0.91841,0.082332,0.37235,0.41512,0.8154,0.098952,0.8253,0.14132,0,0.087156,0.23904,0.088515,0,0.32444,0.24753,0.092923,0,0,0,0.11104,0,0,0.094981,0,0,0,0.22759,0.19837,0,0,0,0,0,0.15355,0,0,0,0,0,0,0,0,0.43139,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61315,0.63269,0.66725,0.66958,0.62633,5
-3.992e+18,6,2014,10,21,2014,10,28,1,0,0,0,829,0,0,0,4.6157e+05,0,0,0,0.12686,0.13244,0.13267,0.80664,0.82322,0,0.80558,0,0,0,0.14158,0,0,0,0,0.82271,0.73251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33271,0.33108,0.29867,0.59053,0.17167,0,0,0.44089,0.20602,0,0,0.34835,0,0,0,0,0,0,0.095758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66915,0.63269,0.38425,0.38855,0.43335,10
2.4485e+18,38,2014,1,20,2015,3,1,1,1,1,0,775,21,1,0,10849,2129,6,0,0.46275,0.35496,0.35557,0.79614,0.73268,0.54979,0.79518,0.54979,0,0.18282,0.26798,0,0.15795,0,0,0.60311,0.74804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37799,0,0,0.28284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75222,0,0,0,0.35085,0,0.41959,0.4668,0.6017,0.66025,0.40783,0.37875,0,0.47865,0,0,0,0.35837,0,0,0,0,0,0.74858,0,0,0,0,0,0,0,0.5708,0,0,0,0,0,0.33515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73644,0.66504,0.50041,0.506,0.46354,36
5.5049e+18,22,2015,12,27,2015,1,7,1,0,0,0,759,0,0,0,15691,0,0,0,0.080041,0.083562,0.083704,0.7574,0.80283,0.75913,0.7574,0.75521,0,0,0.089328,0,0,0,0,0.62387,0.72608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12083,0,0,0,0.19307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.20422,0.34232,0.34874,0.44635,0,0.17167,0,0,0.48001,0.22936,0,0,0.56995,0,0.51482,0,0.40584,0,0,0.38303,0,0,0,0,0,0,0,0,0.52732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58028,0.57169,0.4431,0.46431,0.44907,33
-5.5484e+18,39,2014,1,19,2015,2,17,1,1,0,0,709,9,0,0,7326,2004,0,0,0.35694,0.23459,0,0.73775,0.75179,0.72986,0.73713,0.72986,0,0,0,0,0,0,0,0.68507,0.73466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82763,0,0,0,0,0,0,0,0.33723,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1425,0,0,0,0.68669,0,0.10062,0.78517,0.30695,0.48071,0.19955,0.26749,0,0.61863,0,0,0,0.34254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38685,0.36155,0.2974,0.30073,0.35167,30
5.3337e+18,24,2015,3,29,2015,2,1,1,1,0,0,621,3,0,0,30696,98,0,0,0.31271,0.27759,0.27806,0.73525,0.75553,0.54979,0.73335,0.54979,0,0.23629,0.29674,0,0,0,0,0.65599,0.70804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25044,0.08991,0.41965,0,0,0.76113,0,0,0,0.56718,0,0,0,0,0.13814,0,0,0,0,0.37412,0,0,0,0,0,0,0.43729,0,0,0,0,0.15536,0.099185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44912,0.32476,0.2974,0.30073,0.39708,5
